,Season,Episode,Character,Line,prob,class
24762,17,8,Guard 6,They can't do that!,95.4731285572052,1
24775,17,8,Cartman,"Yeah, whatever. The little prick thinks he's Daenerys Targaryen. I need to know how to deal with him.  How do they deal with the Queen of Dragons in Game of Thrones?",98.2859194278717,1
24786,17,8,Homeowner,Hey! I told you kids to stay out of my damned yard!,99.5621621608734,1
24801,17,8,Gates,"You're right, Steve. Some changes do need to be made.  Do yo know what weakness is, Steve? Weakness is believing that competition is healthy. See, there was a time when XBoxes and PlayStations could both survive in this world, but that time's done. It's all headed to one device that people game on, watch TV on, socialize on. There's only going to be one winner. I can't have you idiots throwing away everything I worked so hard to achieve.  Clean that shit up.",98.29146265983582,1
24815,17,8,GRRM,"It's the Red Wedding, isn't it? You hate how I killed everyone off?",98.65548610687256,1
24823,17,8,Scott,"Aw shit, I think I'm-I think I'm going to faint.",97.7875828742981,1
24840,17,8,Cartman,"Dude, you'd better stop harassing me or I'm callin' the cops!",97.80520796775818,1
24841,17,8,Homeowner,You're callin' the cops?!,96.28409147262572,1
24844,17,8,Cartman,Well go ahead! Call the fuckin' cops then!,99.7211754322052,1
24865,17,8,Other kids,Protect the Princess! Kill 'em! Kill 'em! Get out!,98.81628155708312,1
24869,17,8,Stan,The Princess bids your fat ass welcome to her kingdom and suggests you state your purpose.,98.68905544281006,1
24874,17,8,Kenny,"(What?!)  (Oh, the nerve! How insensitive of you, you cock-sucking faggot!)",99.7141659259796,1
24875,17,8,Stan,The Princess calls you a ball-licking lesbian.,99.65903759002686,1
24880,17,8,Stan,"I would rather game with Craig than spend one minute having to set up an XBox Live account! We will get our PlayStations tomorrow, and you buttholes will have nothing!",97.90281653404236,1
24899,17,8,Cartman,Why don't you stay the fuck out of my business?!,99.72001314163208,1
24900,17,8,Homeowner,Why don't you stay the fuck out of my yard?! ,99.7180700302124,1
24902,17,8,Niles,That was amazing sex. I enjoyed it immensely. How about you?,95.97256779670715,1
24942,17,8,Niles,"The genius idea was proposed by George R. R. Martin, who also suggested ""Fuck it, let's push Thanksgiving to December 3rd."" For pushing the date, the mall is now reducing Black Friday prices to 96% off to the first hundred people inside the mall!  This is going to be a fucking bloodbath, Tom. There will be medical tents, ambulances, face-painting, no doubt a lot of people you know and love are going to die! ",99.09884333610536,1
24965,17,9,Cartman,"Tell Bill Gates to suck my ass, Mom!  Mom?  Don't seriously tell Bill Gates to suck my ass. Tell him everything's cool and I'll call him in a little bit. ",99.69308972358704,1
24967,17,9,Cartman,"He's not a princess, he's a DUDE!",97.56279587745668,1
25031,17,9,Cartman,Dude! Dude!,98.85318279266356,1
25033,17,9,Cartman,"Dude, shut the fuck up!",99.73725080490112,1
25037,17,9,Cartman,"God damn it, shut up!",99.4903802871704,1
25043,17,9,Cartman,"Kyle thought of it.  Stan, dude, hold on! XBox One is fuckin' sweet, dude!  You're a fuckin' asshole!",99.71902966499329,1
25044,17,9,Homeowner,"Fuck you, get out of my garden!",99.72686767578124,1
25045,17,9,Cartman,I'll shit in your fuckin' garden!,99.73706007003784,1
25046,17,9,Homeowner,Go fuck yourself! ,99.7306227684021,1
25061,17,9,Cartman,Has anyone heard from Butters and Scott Malkinson? The fuck are they?,99.57257509231567,1
25064,17,9,Kyle,Well what the hell are you doing?! This isn't gonna work now!,98.17329049110413,1
25066,17,9,Kyle,What the hell did you do??,99.23865795135498,1
25107,17,9,Cartman,"Oh okay, that could be a while.  All our men are ready. When the mall opens, blow the whistle. We'll rush through the doors and lock the Sony dorks inside. Alright, now I really do need to take a shit.",96.42034769058228,1
25115,17,9,Cartman,What the hell is this?!,99.64683055877686,1
25119,17,9,Cartman,"Kyle, the PlayStation controller sucks and you know it!",97.5395917892456,1
25124,17,9,Kyle,Wait a minute. Ha-how the hell did these two guys end up here?,96.51197791099548,1
25131,17,9,Randy,Screw them! They'll have to fend for themselves! Wait. Red Robin Wedding? Who's getting married?!,97.31674194335938,1
25134,17,9,Stan,"I appreciate what you're trying to do, Kyle, but I have a better idea! This isn't our war, you guys! It never was. We've been pitted against each other by two companies for the sake of marketing. That's why they want lines around the block.  Because they want a war to promote their products. They don't give a crap what kind of friendships they cost. You two want a war so bad?  Then you fucking fight!",98.80921840667725,1
25143,17,9,Shopper 4,"That's it! You're not delaying this anymore, you wiener-loving bitch! ",99.73171353340148,1
25147,17,9,Shopper 2,Kiss my fat vagina!,99.73438382148744,1
25157,17,9,Elmo,Can Elmo smell your genitals? ,99.14740324020386,1
25172,17,9,Cartman,"Maybe we started to rely on Microsoft and Sony so much that we forgot that all we need to play are the simplest things. Like, like this.  We could just play with this. Screw video games, dude! Who fuckin' needs them?!",96.3002860546112,1
25174,17,9,Cartman,Fuck 'em!,99.73340034484865,1
25193,17,10,Lisa,Every cheerleading squad has a fat ugly cheerleader and that's me.,99.05328750610352,1
25197,17,10,Lisa,Shut up!,99.3320882320404,1
25201,17,10,Butters,"So then, ah, the fella with the mustache eats all the cupcakes, and the lady takes out a gun and puts it in his face and she says ""I""-",96.82263731956482,1
25210,17,10,Cartman,"You guys, come on. That's not kewl. You shouldn't rip on her because she's fat. You should rip on her 'cause she's ugly. Okay? She looks like someone hit her in the face with a hot shovel, and that's why she sucks, alright?",98.33391904830933,1
25212,17,10,Wendy,What the fuck is your problem?!,99.72659349441528,1
25214,17,10,Wendy,Are you just an asshole?! Is that it?!,99.73458647727966,1
25215,17,10,Butters,Am I just an asshole?,99.73461627960204,1
25224,17,10,Wendy,"This is a fantasy, you moron! You ever heard of Photoshop?! Kim Kardashian is a short, overweight woman who manipulates her image and makes average girls feel horrible about themselves!",99.55965876579285,1
25225,17,10,Butters,You're a liar!,98.18591475486755,1
25226,17,10,Wendy,"Look it up, stupid!  In real life, Kim Kardashian has the body of a hobbit!  You're gonna be in real trouble when the teachers find out what you said to that poor girl! ",97.94802665710448,1
25242,17,10,Kanye,"Okay, first of all, I am NOT Aquaman, I am a recovering... gay fish. Yes, I have met Aquaman. I have hung out with Aquaman. But the only thing I have in common with Aquaman anymore is my love for the sea.  Now!  There have been malicious rors, started at this elementary school, that my beautiful fiancée is a hobbit. That is not funny, and it is not true.  Alright?! Yes, Kim is heavier than most of her pictures show her to be. Yes, she gets her hair lasered off her body. Yes, she has a friend named Gandalf who happens to be a wizard.  I'm sorry, excuse me a minute.  Bitch, how are you not a hobbit again? Yeah. Yeah yeah yeah right. Rightrightrightrightright, yeah. Okay. Yep. Yep. Let me get- okay. Yep, I got it. Okay, love you too.  Okay, if my fiancée Kim… is… a hobbit, then how come… it  how c- then, okay, if she's a hobbit, then how come she don't live in a hole in the ground? BOOOOOOM! All y'all just got lit up, cuz! She don't live in no hole in the ground, she lives in a big-ass mansion, with me, in her room, that is slightly below ground! So, you can… She, she is sexy, and womanly, and she smokes a pipe. She can blow them rings that go up over her head, and… Hold up. Bitch, you not a hobbit, right? ... No, I know, you just, you smoke that long pipe sometimes when you sit by the fire... Oh it's a- Oh, okay. Got it, got it- What do you call it? Yep. Yep, got it. Okay. Yep, love you too.  That is not a hobbit pipe, for your information! It is a personal oral hidifier to keep all the wrinkles around her mouth from showin'. So haha, all you haters, HA!",97.3818063735962,1
25274,17,10,Jimmy,Yeah. I wouldn't mind t-tah-t-tappin' that ass.,99.69081282615662,1
25281,17,10,Wendy,Lisa Berger is NOT HOT! She's fat and ugly! ,99.24485683441162,1
25285,17,10,Lisa,You're just a hater. Why don't you mind your own business instead of being jelly?,98.26356172561646,1
25302,17,10,Kanye,"Alright hold up! Hold up! I'm sorry pope, but hold up! I just gotta say this! If my fiancée is a hobbit, then , Then what, bitch? Okay, yeah yeah  Okay, if she... was... ih if she is a hobbit, then, how come she don't turn blue when goblins are near?  Oh, you didn't think of that! Oh, I guess she's not a hobbit then! She must be a beautiful, sexy woman!",98.64198565483092,1
25304,17,10,Kanye,"Man, get the fuck out of here, you hobbit trivia bitch!  Who the fuck asked you?!  Nobody is talkin' any more shit about my woman! Alright?! She is gorgeous! If she was here, you could all see for yourselves how beautiful she is! But she can't be here because she has a movie comin' out on Friday, directed by Peter Jackson, called The Hobbit! Hold up.  Bitch, that movie you got comin' out is called The Hobbit? ... Yeah, but it- ... What? It's what? Ohhh yeah. Yup. Yeah, I got it. Yup. Yup. Lemme tell them. Love you too.  Kim is not even in that movie! That movie is just loosely based on her television show, Keepin' Up With The Kardashians, which is a show about short, loud, little people living in a fantasy world! Hold. Up! Bitch, if you're the hobbit, you need to let me know right now, 'cause I'm makin' a fool of myself out here!",99.40381050109865,1
25323,17,10,Lisa,"You wanna?You, you, you wanna?You wanna?You wanna look pretty?You want a boyfriend?You want a nice ass?You better work out, slut!You want nice things?You want boys to give you nice things?You better work out, slut!Now get to work, slut!Party in the cookie trough!Party in the cookie trough!Party in the cookie trough!You better work out, whore!",99.66405630111694,1
25329,17,10,Clyde,"Uh, my bitch is still the hottest, you guys.",99.73137974739076,1
25332,17,10,Cartman,"Did you not see Erica Smith's boobs, Kyle? They're like perfect water balloons.",97.9060173034668,1
25342,17,10,Bebe,You! HATER!,99.73125457763672,1
25345,17,10,Kanye (backup singers),"(Oh yeah, babe. Oh yeah, baby.)One thing I know, my girl ain't no hobbit.She might be stpy; that don't mean she a hobbit.She's not a hobbit 'cause she couldn't be.She got no Bagginses in her family tree.Yes on occasion she hangs out with her dwarf friends.But she never went on no quest with her dwarf friends.Except for one time she went to kill that dragon.She took his gold and she- Hang on a minute, I'm sorry, I'm sorry.  Bitch, remember when you went off to kill that dragon with them dwarves? ... Yeah. Oh yeah. Rightrightrightright, yup. Yup, I got it. Yep, love you too. It wasn't no dragon, so my girl ain't no hobbit.That was a Quizno's and my bitch went to rob it.'Cause they got that ham that she robs on her cellulite.While she drinking her grog and singin' those merry songs... at night...My girl ain't no hobbit.Please God, tell me I'm not engaged to no hobbit. (Kim is not a hobbit.)",98.41619729995728,1
25356,17,10,Bebe,You suck!,99.729722738266,1
25363,17,10,Heidi,I don't think so! We don't wanna cheer with a hater!,98.39968085289,1
25368,17,10,Wendy,"See, the problem with having fake pictures of yourself is that you start to believe in your own bullshit! This has gone way too far!  And if society won't fix it, I will!",97.62771725654602,1
25375,17,10,Tom,And you're not just... being a hater.,99.08607006072998,1
25384,17,10,Rick,"Well, okay, but, you are a hater.",99.41189289093018,1
25390,17,10,Wendy,"Nono, I've been a hater, and I really am sorry.",97.42460250854492,1
25417,18,9,Kyle,"Because- because that's not even entertainment! I mean, it's just, just, rehashing shit, isn't it?? It's like everything these kids are into these days, you know, it's just... rehashed shit!",99.3484914302826,1
25439,18,9,Cartman,Stan is such a douchebag. He just agrees with Kyle no matter what.,97.01672196388245,1
25446,18,9,Shelly,"But Mom, Lorde is playing! You can't not let me go or I'll hate you forever! ",97.72657752037048,1
25448,18,9,Shelly,"She will too! She has to show up, and if I don't get to see her I'm gonna kill myself!",96.04715704917908,1
25464,18,9,Kyle,What the fuck?!,99.7288942337036,1
25466,18,9,Cartman,Stan is such a douchebag. He just agrees with Kyle no matter what.,97.01672196388245,1
25468,18,9,Cartman,"God these guys are so annoying, aren't they? CartmaaanBrah!",96.04291319847108,1
25477,18,9,Kyle,This fat fuck thinks he's PewDiePie! Because of him I can't get Ike to come out of his room!,99.7323989868164,1
25481,18,9,Miley Cyrus,"There's a party going on and it's all right here, yehhhehehah!Throw my hands in the air while I'm twerkin' this chairThere's a party going on and it's all right here, yehhhehehah!And I'm movin' my hands while I'm shakin' my tits.",98.40174317359924,1
25486,18,9,Record Executive,"You think those people out there care what you sound like? You're just another female pop star. Just go out there, pp your hips and rub your clit.",98.4106421470642,1
25488,18,9,Iggy,"Oh fuck you, Lorde! You think you're so much better than everyone!",99.733966588974,1
25493,18,9,Randy,Fuck you! ,99.72686767578124,1
25495,18,9,Iggy,"You're an Internet bullshit artist, Lorde!",99.71565008163452,1
25508,18,9,Cartman,"Butters is such a butthole, oh my God! CartmaaanBrah!",99.2922067642212,1
25520,18,9,Iggy,"Missy who who?That's all I do is rip off Missy.Missy who?Missy who? Missy who? Missy who who? Missy who who?Alright bitches and hos, via hologram and shit, Michael Jackson! ",99.71749782562256,1
25544,18,9,Randy,"Ah ya ya. Okay, . Ah ya ya ya ya-a-a-a.  Okay, , ...  Oooo! Oh yeah! Oh my clit! Oh yeah! Oooo yeah, flick that bean, yeah! ",97.940331697464,1
25546,18,9,Randy,"Oh, I'm so horny, yeah! Ooo, fuck, my clit's so big! Oooo! ",99.72660541534424,1
25548,18,9,Stan,"Why'd you have to rub your clit on stage, Dad?",99.01500940322876,1
25550,18,9,Sharon,"You were told to walk out in front of a hundred thousand people including little girls who look up to you, and start rubbing your clit.",98.7613558769226,1
25551,18,9,Randy,"Okay, hold on! A, I don't have a clit, so technically, I wasn't rubbing anything! And B, I didn't want to even perform tonight, but Stanley gave all our money to Canada through a freemi game, so if anyone rubbed their clit, it was him! ",96.7839777469635,1
25553,18,9,Randy,"Yeah, it's me. I need to fix this. How can I undo the clit-rubbing?",97.247576713562,1
25565,18,9,MJ Hologram,Nobody! That's ignorant!,99.73234534263612,1
25567,18,9,MJ Hologram,Allegedly! Allegedly! That's ignorant!,99.64614510536194,1
25569,18,9,MJ Hologram,...That's ignorant. I'm just cold.,97.69445657730104,1
25571,18,9,MJ Hologram,"Allegedly! I'm weary of this conversation! Can we please stop talking, please?! Ignorant!",98.64773750305176,1
25587,18,9,Man,"Oh my gosh, honey look it's Tupac! I told you them homies didn't cap his ass!  Oh, this is going on Instagram! ",98.52178692817688,1
25596,18,9,Kyle,Dude! Nobody wants to hear you commenting on things!,98.19360375404358,1
25603,18,9,Record Executive,On the contrary. Lorde is going on the Jimmy Fallon show tonight and exposing her asshole for everyone to freak out about.,99.70840811729433,1
25611,18,9,Mr. Garrison,What the hell is that?,99.33850169181824,1
25612,18,9,Kyle,It's Cartman's stupid online persona!,99.70300197601318,1
25613,18,9,Cartman,Oh my dick's gettin hard again! It's protrudin' out my paaaaants!,99.60712194442748,1
25614,18,9,Mr. Garrison,What the hell?,99.43439960479736,1
25617,18,9,Cartman,"Heh that's right, Butters will back me up on anything. He's such a bitch.",99.69924688339232,1
25626,18,9,Cartman,What the hell did I do?,98.39144945144652,1
25637,18,9,Tupac's Hologram,"I've gotta be leavin' now, Sharon. I would leave you my nber but I'm just a hologram 'n shit.",99.48375821113586,1
25644,18,1,Stan,Pungent crotch sweat. Pungent milk- milky crotch spooge.,98.26089143753052,1
25645,18,1,Kyle,Barking vaginal belch.,99.43699240684508,1
25646,18,1,Cartman,Protruding vaginal boner.,99.01788234710692,1
25647,18,1,Kenny,(Dilapidated titties incorporated.),99.59962368011476,1
25649,18,1,Butters,Rotten boobie turds!,99.720299243927,1
25651,18,1,Kyle,Bloody butt cough.,98.02480340003969,1
25653,18,1,Stan,Angry Clit Spasm,99.19437170028688,1
25655,18,1,Stan,Whooping Fart Balls.,99.26236867904665,1
25657,18,1,Stan,Lubricated Titty Burgers.,98.12577962875366,1
25659,18,1,Stan,Indifferent Rectal Semen Splooge!,98.30107688903809,1
25668,18,1,Butters,Man this sucks!,99.70653653144836,1
25677,18,1,Cartman,"You guys! You guys, it's awesome! Holy shit you guys!  You guys, I've got it!",97.06668853759766,1
25705,18,1,Cartman,"Sittin' on our asses, here we come!",99.71784353256226,1
25710,18,1,Cartman,"Washington Redskins. Go fuck yourself.  Sure, we'd be happy to take your money. Yup. Go to our kickstarter page. Okay, nice, idiot. Uh h, fuck you, bye bye.",99.71274733543396,1
25721,18,1,Butters,Washington Redskins. Go fuck yourself.,99.7281551361084,1
25724,18,1,Coach,"How is it offensive?! Jesus, what-?!",97.58942127227785,1
25729,18,1,Cartman,"Mmmm, noooo, Because I don't want to. Aaaand we can't just change the name of our company 'cause it's like super hard. But hey, from one Redskin to another, go fuck yourself. ",99.24831986427309,1
25738,18,1,Cartman,"Digging in our heels and pissing on public opinion us what the Washington Redskins are all about!  Now come on, guys! If you wanna be a successful business, then you have to be honest about what you are!  Once you take a stand on something, you're pretending like your company is about more than money. Then all of a sudden you're the NFL and and your players get caught molesting little boys!",96.85993790626526,1
25739,18,1,Kyle,That's the Catholic Church!,98.44040274620056,1
25742,18,1,Cartman,"It's the same thing, Kyle! The point is, if we as an organization claim to be about high morality, somebody is eventually going to get raped or beaten in an elevator and it's most likely going to be Butters.",97.87750244140624,1
25748,18,1,Kyle,I don't want to! It's a stupid name! ,99.69145059585573,1
25751,18,1,Cartman,Stan? Do you think our name is stupid too?,99.68690276145936,1
25754,18,1,Butters,"Hang on, is this the company where I don't get raped? Yeah, he-here, right? Okay, I'm  stayin' here.",97.6644515991211,1
25761,18,1,Dan Snyder,Ugh! This thing is broken!,96.16595506668092,1
25766,18,1,Dan Snyder,The stupid thing isn't working!,99.71612691879272,1
25779,18,1,Cartman,"Fuck youuuu, fuck youuuu. Fuck you up there! Fuck you! ""Fuck you."" Those words mean a great deal to us. They help us express just how we as a company... see things differently. There are a lot of startup companies on Kickstarter, but after today I think you'll agree that Washington Redskins is the most exciting. As you know, the Redskins have been on the forefront of Kickstarter as a company that is always finding new and exciting ways to tell people to go fuck themselves. And now, our company is thrilled to show you all the latest innovations we've come up with.  To begin with, we have moved the couch from the left side of the office to the right side. But we didn't stop there. We also added a new rug that goes better with our office drapes. And probably most exciting of all, we have actually updated the company from the inside out. We received a lot of pressure from certain communities to change our Redskins logo. As a company we want to be firm, but we also want to be flexible. And so we thought, if we have to change our logo, it should be more in step with today's times, but still define us as the leading Kickstarter company. What we came up with is the new company logo that I think you'll all agree is very exciting.  Now when people hear the name ""Redskins"", they will immediately think ""titties"" and ""balls"". It's just a bold new way that we can say ""We don't fucking care."" Go Redskins! ",97.8249490261078,1
25796,18,1,Harry,"Sitting on our asses, here we come.",99.65190887451172,1
25806,18,1,Butters,Somebody raided Kickstarter and they burned the building to the ground!,96.7263162136078,1
25808,18,1,Butters,Somebody killed Kickstarter!,98.05724620819092,1
25809,18,1,Cartman,Who the hell would burn Kickstarter to the ground?!  Oh my God! That weird little Jewy guy! Kyle!,98.93277287483215,1
25810,18,1,Kyle,"What the hell is wrong? ""Can't find the server"" Kickstarter. ",95.29669880867004,1
25811,18,1,Cartman,You song of a bitch!,99.73772764205933,1
25826,18,1,Cartman,"Fuck you! Fuck you, everyone. Yes, fuck you all, thanks!  How do you stay relevant in a volatile marketplace? As you know, our goal at Washington Redskins is to not do anything, and make money not doing it.",99.6418833732605,1
25828,18,1,Cartman,"You will literally be giving us money for doing absolutely nothing. It is the biggest ""fuck you"" we have ever come up with. But we didn't stop there, because a new company direction also means, of course, a new and improved logo. ",97.59392738342284,1
25833,18,1,Commentator,That's right. An-and now you've got terrorist groups like ISIS using the Redskins to raise their money. I-I don't like what the Redskins are doing.,97.4965274333954,1
25834,18,1,Announcer,Those Redskins,98.06891679763794,1
25852,18,1,Cartman,I just might sit here until my ass fuses into the couch. ,99.39646124839784,1
25853,18,1,Kyle,What the heck is that? ,98.74638319015504,1
25863,18,1,ISIS Spokesman,That's right! ISIS will no longer use your insensitive company for its fundraising!,99.1161584854126,1
25865,18,1,Protestor #1,"Good for you, ISIS!",99.18287396430968,1
25866,18,1,Kyle,Well what the hell do we do?,97.69623279571532,1
25878,18,2,Craig,But you told us all to go fuck ourselves.,99.73254203796388,1
25880,18,2,Craig,"You told us your company was gonna make $10 million, and the rest of us could go fuck ourselves.",99.66579675674438,1
25887,18,2,Stan,"So hey, I was gonna see if you still wanted to see that stupid Maze Runner movie.",98.89095425605774,1
25890,18,2,Wendy,"Is that why you told Clyde that you broke up with me? Because you're about to be  ""dripping in bitches""?!",99.70920085906982,1
25893,18,2,Cartman,"Dude, people are pissed off at us.",97.06885814666748,1
25894,18,2,Kenny,"(Yeah, it's fucking crazy!)",99.70543384552002,1
25919,18,2,Kenny,(Right. What the fuck is going on?),99.6639370918274,1
25920,18,2,Cartman,"You know what we gotta do, guys?  We've gotta throw a big fuckin' party",97.7790892124176,1
25924,18,2,Cartman,"Well I'm down. Between the four of us we can throw the sweetest party ever, and these assholes won't even remember us being dicks to them.",99.69304203987122,1
25931,18,2,Kyle,"A band! Holy shit, Stan! Didn't you say your dad knows somebody who knows Lorde?",99.28192496299744,1
25961,18,2,Mr. Garrison,"Yeah, I swear, if I hear another person talking about being gluten-free I'm gonna piss in their face.",97.74273633956908,1
25962,18,2,Cartman,What the hell is gluten?,99.13244247436523,1
25963,18,2,John Garner,"Hello everyone, my name is John Garner and I'm a nutrition advisor from the USDA. I want to clarify the USDA's position on a healthy diet. There's been a lot of confusion about gluten lately. People saying that gluten is the cause of cancer, gluten should be avoided, gluten can make your dick fly off, but let's set the record straight.",95.1007068157196,1
25964,18,2,Randy,Make your dick fly off?,99.73245859146118,1
25972,18,2,Mr. Mackey,"Oh, you see that? His dick's flyin' off. ",99.6736228466034,1
25987,18,2,Randy,"This stuff will make your dick fly off, Stan!",99.72123503684998,1
26000,18,2,Kyle,Who took all the pizza and the cake?  What the hell?,96.4097023010254,1
26002,18,2,Mr. Garrison,"Yeah! Get it! Get it all! Yeah, that's it! Burn, you bastard!",99.7180700302124,1
26004,18,2,Randy,You son of a bitch! Did you not know or did you just not care?! Keeyah! ,99.7180700302124,1
26013,18,2,Cartman,What's the point? Everyone hates us at school and our party's gonna suck.,98.44597578048706,1
26014,18,2,Stan,We can't let our party suck.,99.37293529510498,1
26032,18,2,Randy,"Look, I'm OK! Y, you wanna see my dick?",99.57454800605774,1
26046,18,2,Tom Vilsack,Oh shit!,99.72684383392334,1
26060,18,2,Randy,"That's my son, you bastard!",99.7381627559662,1
26066,18,2,Craig,You call this a party?! Your party sucks!,99.5681643486023,1
26081,18,2,Cartman,"Noooo...  Oh Ohhh, oh. Hoooh. Fuck I want pancakes.",99.71222281455994,1
26084,18,2,Blond,They're just gonna let us starve to death?,98.00660610198976,1
26090,18,2,Blond,I'm crazy hungry!  Oh... Oh... Fuck it's so good.  I want more! ...it's been so long! ,98.59285950660706,1
26103,18,2,Jamie,It's like ya... ya say you're gonna throw the most epic party of the decade and then you rip it away! It's kind of like.... telling everyone to go fuck themselves!,99.57486987113953,1
26133,18,2,Tom Vilsack,Flip the damned food pyramid!,99.68727231025696,1
26149,18,2,Clyde,I'm glad the food is good. Lorde sucks.,96.576189994812,1
26165,18,3,Cartman,No! God damn it no!  Who's takin' a shit?!,99.73675608634947,1
26169,18,3,Cartman,Son of a bitch!  Oh no! NO NO NO! I cannot go another lunch break without my toilet time!,99.71241354942322,1
26170,18,3,Kyle,"Then don't eat 14 Egg waffles for lunch, fatass!",99.12410378456116,1
26171,18,3,Cartman,"Alright, that does it!  I'm sick of this shit and I'm not gonna be  taking it any longer!  You all pushed me to this! ",99.64579939842224,1
26172,18,3,Wendy,What the hell do you think you're doing?,98.67249727249146,1
26177,18,3,Cartman,"Did you notice the bow?  I'm not comfortable with the sex I was assigned at birth, so I'm exercising my right to identify with the gender of my choice. Now get out of my way. I have to take a shit.  Aaahhh!",97.26807475090028,1
26178,18,3,Wendy,GET OUT OF HERE!,95.44957876205444,1
26180,18,3,Red,What the hell is that?!,99.57208037376404,1
26184,18,3,Cartman,"It's okay, Red. I can take a shit here. I'm a db chick too. ",99.14832711219788,1
26195,18,3,Principal Victoria,With the what?!,96.6088891029358,1
26226,18,3,Cartman,"Oh my God, you guys are so cisginger. Sorry I'm different, but you can just suck my clit AND my balls.",99.35721158981325,1
26228,18,3,Cartman,"Okay, okay, okay you guys! You know what? You know what?  That's what.  Suck my clit and balls.",98.4547197818756,1
26237,18,3,Cartman,"Yeah, just go with it, Wendy, cisginger bitch! Of course, being forced into my own isolated will probably be somewhat traatic for me. I might have to approve certain aspects of this... solitary location.",98.78197908401488,1
26244,18,3,Record Executive,"I know your wife means a lot to you, Randy,  but you can't leave us hanging. You've got the purest shit out there; it's worth a lot to us.",98.19576740264893,1
26256,18,3,Ron,H.  Holy shit.,99.72288012504578,1
26283,18,3,Cartman,"Yup! You know what Hillary says: ""You can suck my clit and balls."" ",99.55047965049744,1
26291,18,3,Butters,Holy moly! ,95.6395387649536,1
26292,18,3,Cartman,"Hey, what the fuck, dude?! Do you mind? This is occupied!",99.59096908569336,1
26294,18,3,Cartman,"Dude, this is my fuckin' bathroom!",99.73672032356262,1
26297,18,3,Cartman,"Wendyl?! Fucking Wendyl?! Grow up, Wendy!",99.73784685134888,1
26301,18,3,Cartman,"No! I identify as a chick, but I'm still a boy. You can't make me share a bathroom with a girl that identifies herself as a fucking dude!  That is MY waterfall, and those are MY Christmas lights!",99.7280478477478,1
26304,18,3,Cartman,"Do you know your girlfriend's going around tellin' everyone that you're gay?!  Oh yeah! She's got the whole school believin' that she's attracted to girls, but she's dating you! So what does that make you, Stan?! A girl! Stan-an's a gir-rl! You'd better curb your dog, Stan! You'd better curb your dog before people start ripping on you! ",95.80917954444884,1
26327,18,3,Cartman,"Hey, what the fuck dude?! God fucking damn it!",99.73443150520325,1
26328,18,3,Cartman,Why don't we just have everyone use the transgender bathroom?!,97.00998067855836,1
26331,18,3,Cartman,He's cisginger! He's so cis he wears a jockstrap to bed at night!,96.18774056434631,1
26344,18,3,Cartman,"Oh, here he comes, everyone! It's the cisginger! Think you can harass transgingers and use their bathroom?!",97.8128969669342,1
26346,18,3,Cartman,"At this school, it doesn't matter if you're trans or you're cis, right guys?!  What we have a problem with are cisgingers who are intolerant! You know what we call those? Cissies!",97.7126121520996,1
26347,18,3,Butters,Yeah! Stan's a big old fat cissy!,99.7126042842865,1
26349,18,3,Cartman,"Oh, what are you?! A cissy too, Clyde?!",99.2544174194336,1
26359,18,3,Butters,"Oh no you don't! You've gotta use the cissy bathroom!  Well go on, cissy! ",97.96351790428162,1
26376,18,4,Russian,You don't like puke?,97.2944438457489,1
26382,18,4,Russian,What the fuck?,99.72955584526062,1
26389,18,4,Mr. Stevenson,The fuck?,99.72777962684631,1
26397,18,4,Nathan,"I won't do it, Mimsy. I won't spend another smer at that stupid camp.",99.48091506958008,1
26400,18,4,Mimsy,"D'oh yeah and don't forget last year at smer camp, you got raped by a shark. ",98.7684726715088,1
26401,18,4,Nathan,"Shut up, Mimsyyyy! I'm not gonna spend my smer trapped at that camp with these punch-happy assholes. We gotta find a way to put Handicar out of business, and fast.",99.66920614242554,1
26402,18,4,Mimsy,"D'ah oh boy! We're gonna wreck Timmy's business, h boss?",96.6379165649414,1
26411,18,4,Russian,Who does this handicapped boy think he is?! He's not even in union!,96.32047414779665,1
26414,18,4,Arab,Who is this rat?!,99.70263838768004,1
26416,18,4,American,Who are you?!,97.0693290233612,1
26425,18,4,Nathan,"No, you fucking moron! You kill... the snake! ",99.73899722099304,1
26426,18,4,SP Cabbie,"Hey wake up, you little scab!",99.30309653282166,1
26437,18,4,Nathan,"Let me give you guys a hot news flash: If you want to hurt a crippled kid, you don't break his FUCKING LEGS!",99.72641468048096,1
26442,18,4,Nathan,"Shut up, Mimsyyyy!",97.71229028701782,1
26455,18,4,Nathan,"That's great. Smer camp, here we come.  Now kiss your business goodbye, asshole!",99.549001455307,1
26456,18,4,Mimsy,D'ah I don't get it boss. I thought you hated Handicar. How come now you wanna work for 'em?,97.54632115364076,1
26457,18,4,Nathan,"It's very simple, Mimsy. I'm gonna take down Handicar by being an employee who sexually harasses the passengers.",97.12517261505128,1
26461,18,4,Nathan,"Timmy. Hello ma'am. Handicar at your service. Climb on in.  So, let me ask you a question. Would you like to see my dick?",98.23498725891112,1
26477,18,4,Nathan,Shut up Mimsyyy!,99.2163896560669,1
26495,18,4,Nathan,"Shut up Mimsyyy!  If you're a sheepherder, and a snake is killing your sheep, all you have to do is prove to the sheep that the snake is a completely inferior entity. ",97.53704071044922,1
26505,18,4,Elon Musk,"Shut up, Mimsy! ",98.56886863708496,1
26509,18,4,Randy,Wacky Races?! Holy shit!,99.70929622650146,1
