,Season,Episode,Time_Stamp,Line,NRC_Sentiment,AFINN_Sentiment,AFINN_Sentiment_Score,BING_Sentiment,prob
100181,12,15,00:12:30,so from now on you can go to school without me,trust,Neutral,0,Neutral,0.07389005040749907
100182,12,15,00:12:33,what are you talking about,Neutral,Neutral,0,Neutral,0.20089393947273493
100183,12,15,00:12:34,im running for class president,"positive,trust",Neutral,0,Neutral,0.07314615650102496
100184,12,15,00:12:36,i need you,Neutral,Neutral,0,Neutral,0.114055210724473
100185,12,15,00:12:37,what are you doing,Neutral,Neutral,0,Neutral,0.2091576112434268
100186,12,15,00:12:39,youre coming to school with me whether you like it or not,"anticipation,trust",Positive,2,Positive,0.225002015940845
100187,12,15,00:12:41,let me out you cant keep me in here forever,Neutral,Neutral,0,Neutral,0.27892866637557745
100188,12,15,00:12:43,i have too many plans for the future,Neutral,Neutral,0,Neutral,0.07270942442119122
100189,12,15,00:12:45,ill never win a nobel prize,"anger,disgust,fear,negative,sadness",Positive,4,Positive,54.270678758621216
100190,12,15,00:12:47,ill never be a member of parliament,"anger,disgust,fear,negative,sadness,trust",Neutral,0,Neutral,9.590546041727066
100191,12,15,00:12:51,ill never get to express disappointment with young people while putting in my dentures,"anger,disgust,fear,negative,sadness",Negative,-2,Negative,0.22616703063249588
100192,12,15,00:12:53,stupid younger generation,negative,Negative,-2,Negative,96.946781873703
100193,12,15,00:12:55,back in my day we had katy perry justin bieber,Neutral,Neutral,0,Neutral,0.06628047558479011
100194,12,15,00:12:58,that was real music,"joy,positive,sadness,trust",Neutral,0,Neutral,0.2629233291372657
100195,12,15,00:13:12,lois why do all the people in here look like emperor palpatine,Neutral,Positive,2,Positive,97.1053957939148
100196,12,15,00:13:13,because theyre all heavy smokers peter,Neutral,Neutral,0,Neutral,98.01166653633118
100197,12,15,00:13:16,im gonna sign you in,Neutral,Neutral,0,Neutral,0.07338388822972775
100198,12,15,00:13:19,would the driver of a 1978 camaro please move your car,Neutral,Positive,1,Neutral,18.090537190437317
100199,12,15,00:13:27,man how the hell am i gonna quit smoking,"anger,disgust,fear,negative,sadness",Negative,-4,Negative,10.125906020402908
100200,12,15,00:13:29,i wish smoking could just quit me instead,negative,Positive,1,Neutral,0.1289614476263523
100201,12,15,00:13:32,thank you for meeting me here,Neutral,Positive,2,Positive,0.06327475421130657
100202,12,15,00:13:34,i have something very important to tell you,"positive,trust",Positive,2,Positive,0.0714150839485228
100203,12,15,00:13:36,i have something important to tell you too,"positive,trust",Positive,2,Positive,0.0674415088724345
100204,12,15,00:13:38,peter i think we should see other people,Neutral,Neutral,0,Neutral,0.07898256881162524
100205,12,15,00:13:42,okay,Neutral,Neutral,0,Neutral,0.20066958386451006
100206,12,15,00:13:46, good thats what i was gonna say too,"anticipation,joy,positive,surprise,trust",Positive,3,Positive,0.08819678914733231
100207,12,15,00:13:53,excuse me im mr stone with the ad agency of anderson wheeler and thirdname,"anger,negative",Negative,-1,Negative,0.06138719036243856
100208,12,15,00:13:55,and i think youd be perfect for our new antismoking campaign,"anticipation,joy,positive,trust",Positive,2,Positive,4.176460579037666
100209,12,15,00:13:58,me youd want me on tv,Neutral,Positive,1,Neutral,0.10774851543828845
100210,12,15,00:14:01,even though im hideous,"disgust,fear,negative,sadness",Neutral,0,Negative,4.756437242031097
100211,12,15,00:14:02,sure have you seen boardwalk empire,Neutral,Neutral,0,Neutral,0.08176943520084023
100212,12,15,00:14:04,its just a crapfest of faces,Neutral,Negative,-3,Negative,4.68330942094326
100213,12,15,00:14:09,there is one catch if youre gonna be our spokesman you have to keep smoking,"surprise,trust",Neutral,0,Neutral,94.31322813034058
100214,12,15,00:14:11,we need you to stay wrinkled and sickly,"disgust,negative,sadness",Neutral,0,Negative,94.89277601242065
100215,12,15,00:14:13,but my wife brought me here to quit smoking,negative,Neutral,0,Neutral,0.0616523961070925
100216,12,15,00:14:16,wives h,Neutral,Neutral,0,Neutral,0.5942316725850105
100217,12,15,00:14:17,ookay now im on your side,Neutral,Neutral,0,Neutral,1.350579597055912
100218,12,15,00:14:19,oh this is awesome,Neutral,Positive,4,Positive,0.19468062091618776
100219,12,15,00:14:20,im gonna be on tv,Neutral,Neutral,0,Neutral,0.07434339495375752
100220,12,15,00:14:22,but no more talk of quitting right,positive,Negative,-1,Positive,0.09456443367525935
100221,12,15,00:14:26,you got it so  does somethin like this pay a lot of money,"anger,anticipation,joy,positive,surprise,trust",Positive,1,Positive,3.9907120168209076
100222,12,15,00:14:27,what do you think a lot of money is,"anger,anticipation,joy,positive,surprise,trust",Neutral,0,Neutral,0.23654894903302193
100223,12,15,00:14:29,ii dont want to say im embarrassed,Neutral,Negative,-1,Neutral,0.19397157011553645
100224,12,15,00:14:37,and now a word from the american lung association,"positive,trust",Neutral,0,Neutral,0.06077413563616574
100225,12,15,00:14:40,oh hey hey guys here comes one of my tv spots,Neutral,Neutral,0,Neutral,0.06430706125684083
100226,12,15,00:14:42,hi peter griffin sickly smoker,"disgust,negative,sadness",Neutral,0,Negative,90.59286713600159
100227,12,15,00:14:44,this is your heart,Neutral,Neutral,0,Neutral,0.12563277268782258
100228,12,15,00:14:46,this is your heart on cigarettes,Neutral,Neutral,0,Neutral,16.050943732261658
100229,12,15,00:14:49,any questions,Neutral,Neutral,0,Neutral,0.08509199251420796
100230,12,15,00:14:50,yeah whered you get that heart,Neutral,Positive,1,Neutral,0.12043092865496874
100231,12,15,00:14:56,hey peter now that youre a celebrity could i get a picture of you to put on the wall,"anger,anticipation,disgust,joy,negative,positive,surprise,trust",Neutral,0,Neutral,0.08060214458964765
100232,12,15,00:14:58,sure here you go,Neutral,Neutral,0,Neutral,0.15785889700055122
100233,12,15,00:14:59,thanks man,Neutral,Positive,4,Neutral,0.08102576830424368
100234,12,15,00:15:03,ill put you up next to these black celebrities who are just confusing strangers to you,"anger,disgust,fear,negative,sadness",Negative,-2,Negative,2.0834166556596756
100235,12,15,00:15:05,whos marlin johnson,Neutral,Neutral,0,Neutral,0.14402726665139198
100236,12,15,00:15:07,oh come on man standup comedian,Neutral,Neutral,0,Neutral,0.08297572494484484
100237,12,15,00:15:09,he got that whole thing about the oheeoheeheyyo,Neutral,Neutral,0,Neutral,0.18223172519356012
100238,12,15,00:15:12,i cant even get through it,Neutral,Neutral,0,Neutral,1.0143671184778214
100239,12,15,00:15:15,hey you talkin bout marlin johnson,"anger,negative",Neutral,0,Neutral,1.2906655669212341
100240,12,15,00:15:17,you know it oheeoheeheyyo,Neutral,Neutral,0,Neutral,0.3578857285901904
100241,12,15,00:15:20,thats right,Neutral,Neutral,0,Positive,0.3204944543540478
100242,12,15,00:15:26,hey lois,Neutral,Neutral,0,Neutral,0.46068201772868633
100243,12,15,00:15:27,peter i saw your ad on tv and i got to say,Neutral,Neutral,0,Neutral,0.07087913691066206
100244,12,15,00:15:30,im glad youre finally doing the right thing,"anticipation,disgust,joy,positive,surprise,trust",Positive,3,Positive,0.1704556168988347
100245,12,15,00:15:32,yeah it feels good to be helping people,"anticipation,joy,positive,surprise,trust",Positive,6,Positive,0.0979143544100225
100246,12,15,00:15:35,peter what are you doing i thought you quit,"anticipation,negative",Neutral,0,Neutral,1.0280943475663662
100247,12,15,00:15:40,hey if george michael doesnt have to give up butts why should i,Neutral,Neutral,0,Neutral,7.494686543941498
100248,12,15,00:15:44,im serious you have to stop smoking,Neutral,Negative,-1,Neutral,1.4206490479409695
100249,12,15,00:15:47,have you looked in the mirror you look terrible,"anger,disgust,fear,negative,sadness",Negative,-3,Negative,1.84209905564785
100250,12,15,00:15:49,eh what do you care,Neutral,Positive,2,Neutral,18.633131682872772
100251,12,15,00:15:50,its not like you have to look at my face when we have sex,"anticipation,joy,positive,trust",Positive,2,Positive,1.1238985694944859
100252,12,15,00:15:53,not since we started roleplaying,Neutral,Neutral,0,Neutral,0.07103371899574995
100253,12,15,00:15:55,peter im ready,anticipation,Neutral,0,Positive,0.11631337692961097
100254,12,15,00:15:57,okay now put on yours,Neutral,Neutral,0,Neutral,0.7181933149695396
100255,12,15,00:16:00,wow isnt it weird that we both picked mario lopez,"disgust,negative",Positive,2,Positive,0.08504108991473913
100256,12,15,00:16:03,yes peter its very weird,"disgust,negative",Negative,-1,Negative,0.2245227573439479
100257,12,15,00:16:05,yeah it shows that we both go latino but soft latino,Neutral,Positive,1,Positive,0.16600418603047729
100258,12,15,00:16:13,day five of my imprisonment inside chris backpack,"anger,disgust,fear,negative,sadness",Neutral,0,Negative,0.06487970240414143
100259,12,15,00:16:18,feces and the buildup thereof continues to be my nber one problem,"disgust,fear,negative,sadness",Negative,-2,Negative,0.13978718779981136
100260,12,15,00:16:19,i think a teacher saw me the other day but said nothing,"positive,trust",Neutral,0,Neutral,0.062433042330667377
100261,12,15,00:16:22,i waved and he looked away,Neutral,Neutral,0,Neutral,0.07160972454585135
100262,12,15,00:16:30,this could be my chance to escape this canvas cage,"anticipation,fear,negative,positive,sadness,surprise",Positive,1,Neutral,0.09806223679333925
100263,12,15,00:16:44,that sounds like an open door which way is out,Neutral,Positive,2,Positive,0.16496495809406042
100264,12,15,00:16:46,god i love walking in the hall,"anticipation,fear,joy,positive,trust",Positive,4,Positive,0.06925984635017812
100265,12,15,00:16:48,there that way,Neutral,Neutral,0,Neutral,1.9038578495383263
100266,12,15,00:16:52,must escape,"anticipation,fear,negative,positive",Negative,-1,Neutral,0.532181840389967
100267,12,15,00:16:55,must escape,"anticipation,fear,negative,positive",Negative,-1,Neutral,0.532181840389967
100268,12,15,00:17:01,mu,Neutral,Neutral,0,Neutral,0.17587309703230858
100269,12,15,00:17:05,youre gonna die in there,"fear,negative,sadness",Negative,-3,Negative,98.73013496398926
100270,12,15,00:17:11,welcome back mr griffin,Neutral,Positive,2,Positive,0.06535731954500079
100271,12,15,00:17:13,you look terrible,"anger,disgust,fear,negative,sadness",Negative,-3,Negative,16.401925683021545
100272,12,15,00:17:14,thanks man named sandy,Neutral,Positive,2,Neutral,0.09083040640689433
100273,12,15,00:17:20,oh hey  you know i dont know if youre the guy to talk to about this but when i went to my trailer this morning there was a hairy naked guy in it,"disgust,negative,positive",Neutral,0,Neutral,24.91597980260849
100274,12,15,00:17:22,we dont provide trailers,"positive,trust",Neutral,0,Neutral,0.15705237165093422
100275,12,15,00:17:23,were just next door to a trailer park,Neutral,Neutral,0,Neutral,0.06940679741092026
100276,12,15,00:17:25,ah,Neutral,Neutral,0,Neutral,0.17377125332131982
100277,12,15,00:17:26,that would explain the violent lovemaking that followed,"anger,disgust,fear,joy,negative,positive,surprise,trust",Negative,-3,Negative,0.14090093318372965
100278,12,15,00:17:28,listen peter we need to talk,positive,Neutral,0,Neutral,0.06815697997808456
100279,12,15,00:17:30,im sorry to tell you this but we no longer need your services,Neutral,Negative,-2,Negative,0.19279095577076077
100280,12,15,00:17:33,wait what,"anticipation,negative",Neutral,0,Neutral,0.38478770293295383
100281,12,15,00:17:35,how could you do that,Neutral,Neutral,0,Neutral,1.170204021036625
100282,12,15,00:17:38,well i went to a nascar event and realized youre just an averagelooking man,Neutral,Neutral,0,Positive,61.64918541908264
100283,12,15,00:17:41,please ill do anything to keep my job,"anger,disgust,fear,negative,positive,sadness",Positive,1,Neutral,0.17410797299817204
100284,12,15,00:17:42,nname anything you want and ill do it,"anger,disgust,fear,negative,sadness",Positive,1,Neutral,0.8365661837160587
100285,12,15,00:17:44,touch your toes,Neutral,Neutral,0,Neutral,0.3912895917892456
100286,12,15,00:17:49,please give me something else,Neutral,Positive,1,Neutral,0.36745055112987757
100287,12,15,00:17:51,im sorry peter its over,Neutral,Negative,-1,Negative,4.129758104681969
100288,12,15,00:17:57,why are your eyes crying peter,"negative,sadness",Negative,-2,Neutral,12.470773607492447
100289,12,15,00:17:59,they fired me larry,Neutral,Negative,-2,Neutral,0.12161227641627192
100290,12,15,00:18:04,come on lets go kidnap my neighbors dog and tell them we dont have it,"anger,fear,negative,sadness,surprise",Neutral,0,Neutral,1.514158956706524
100291,12,15,00:18:12,good morning students,"anticipation,joy,positive,surprise,trust",Positive,12,Positive,0.06386805325746536
100292,12,15,00:18:17,first of all i dont care what the courts say lets thank the christian god together,"anticipation,fear,joy,positive,trust",Positive,5,Positive,0.48067248426377773
100293,12,15,00:18:20,now then were here today for the presidential candidate debate,positive,Neutral,0,Neutral,0.05790695431642234
100294,12,15,00:18:23,okay remember people think im smart now,Neutral,Positive,1,Positive,0.2224163617938757
100295,12,15,00:18:25,so its got to be clever and its got to pop,"negative,positive,surprise",Positive,2,Positive,0.24965403135865927
100296,12,15,00:18:28,im done im not saying another word,"positive,trust",Neutral,0,Neutral,3.99576872587204
100297,12,15,00:18:30,you cant hold me prisoner in here forever,"anger,disgust,fear,negative,sadness",Negative,-2,Negative,0.404966389760375
100298,12,15,00:18:32,why not name one person who loves you,Neutral,Neutral,0,Positive,0.06284341216087341
100299,12,15,00:18:35,wow not a proportional response,Neutral,Positive,4,Positive,0.14552223728969693
100300,12,15,00:18:41,all right lets begin with an opening statement from the perpetually upbeat black kid,"positive,trust",Neutral,0,Positive,0.15499679138883948
100301,12,15,00:18:45,thanks for letting me go first,Neutral,Positive,2,Neutral,0.06887721247039735
100302,12,15,00:18:46,i got an hourandahalf drive home after this,Neutral,Neutral,0,Neutral,0.057492865016683936
100303,12,15,00:18:48,youre not getting it chris are you,Neutral,Neutral,0,Neutral,0.764180812984705
100304,12,15,00:18:52,you were being bullied day in and day out so i tried to help you,Neutral,Neutral,0,Neutral,0.075181556167081
100305,12,15,00:18:53,i tried to be a good brother,"anticipation,joy,positive,surprise,trust",Positive,3,Positive,0.17093144124373794
100306,12,15,00:18:55,and youve repaid me with abuse,"anger,disgust,fear,negative,sadness",Negative,-3,Negative,4.403707385063171
100307,12,15,00:18:57,youre the bully chris griffin,"anger,fear,negative",Negative,-2,Negative,27.47892141342163
100308,12,15,00:19:02,oh my god youre right,"anticipation,fear,joy,positive,trust",Positive,2,Positive,0.404165405780077
100309,12,15,00:19:11,and now an opening statement from our second candidate the king of the zingers chris griffin,"positive,trust",Neutral,0,Neutral,0.2566731069236994
100310,12,15,00:19:16,go easy on me chris,Neutral,Positive,1,Positive,0.11947999009862542
100311,12,15,00:19:18,my sister has ms,Neutral,Neutral,0,Neutral,0.09222399676218629
100312,12,15,00:19:20,im worried what youre gonna do with that,"negative,sadness",Negative,-3,Negative,0.2085118554532528
100313,12,15,00:19:22,im out im not running,Neutral,Neutral,0,Neutral,0.07536361226812005
100314,12,15,00:19:25,and neither is she,Neutral,Neutral,0,Neutral,0.5923050921410322
100315,12,15,00:19:26,i knew youd have something,Neutral,Neutral,0,Neutral,0.11829327559098601
100316,12,15,00:19:28,no you dont understand,Neutral,Negative,-2,Neutral,1.1716109700500965
100317,12,15,00:19:29,im dropping out of the election,Neutral,Neutral,0,Neutral,0.07323832833208144
100318,12,15,00:19:34,im a big fraud and ive treated people terribly,"anger,negative,sadness",Negative,-6,Negative,34.73377823829651
100319,12,15,00:19:36,much like jeff zucker when he ran nbc,Neutral,Positive,2,Positive,0.06941764731891453
100320,12,15,00:19:41,im sorry stewie,Neutral,Negative,-2,Negative,0.11039621895179152
100321,12,15,00:19:42,can you forgive me,positive,Positive,3,Neutral,0.10570000158622861
100322,12,15,00:19:46,well i may no longer be on your back but ill always be on your side,"anger,disgust,fear,negative,sadness",Negative,-1,Positive,0.17325279768556356
100323,12,15,00:19:55,all right this election is postponed go back to class,Neutral,Negative,-1,Positive,0.06451054941862822
100324,12,15,00:19:58,oh and another thing stop making fun of teachers who dont have cars,"anticipation,joy,positive",Positive,3,Positive,0.4529620986431837
100325,12,15,00:20:01,lifes not as easy as you think its gonna be right now,Neutral,Positive,1,Positive,0.06860743160359561
100326,12,15,00:20:10,you know chris what you did on that stage took a lot of guts,positive,Neutral,0,Neutral,0.0795586674939841
100327,12,15,00:20:13,thanks stewie,Neutral,Positive,14,Neutral,0.07405782816931605
100328,12,15,00:20:15,and thanks to you im no longer getting bullied,Neutral,Negative,-1,Neutral,0.0776072614826262
100329,12,15,00:20:17,well thats great,Neutral,Positive,3,Positive,0.18276609480381012
100330,12,15,00:20:18,i guess we put those bullies in their place h,surprise,Neutral,0,Negative,47.27463126182556
100331,12,15,00:20:21,yeah two of them shot themselves,"anger,fear,negative,sadness,surprise",Positive,1,Neutral,3.517952933907509
100332,12,15,00:20:23,oh thats so good to hear chris,"anticipation,joy,positive,surprise,trust",Positive,3,Positive,0.07872881833463907
100333,12,15,00:20:25,are they done theyretheyre all done,Neutral,Neutral,0,Neutral,33.94182622432709
100334,12,15,00:20:27,okay all right lets finish ours,Neutral,Neutral,0,Positive,0.07195134530775249
100335,12,15,00:20:29,well i finally quit smoking and im ready to go back to normal,"anticipation,disgust,joy,negative,positive,surprise,trust",Neutral,0,Positive,0.06552765262313187
100336,12,15,00:20:33,peter thats not how it works,Neutral,Neutral,0,Positive,0.3302440978586674
100337,12,15,00:20:34,the damage youve done is irreversible,"anger,disgust,negative,sadness",Negative,-4,Negative,0.16183347906917334
100338,12,15,00:20:41,yeah lois is right as bad as you look the damage youve done to your heart and your lungs is no doubt exponentially worse what,"anger,disgust,fear,negative,sadness,trust",Negative,-10,Positive,0.5767329130321741
100339,12,16,00:00:04,is violence in movies and sex on tv,"anger,anticipation,fear,joy,negative,positive,sadness,trust",Negative,-1,Neutral,2.174227312207222
100340,12,16,00:00:07,but where are those good oldfashioned values,"anticipation,joy,positive,surprise,trust",Positive,1,Positive,0.20301803015172482
100341,12,16,00:00:10,on which we used to rely,Neutral,Neutral,0,Neutral,0.7940325886011124
100342,12,16,00:00:14,lucky theres a family guy,"joy,positive,surprise",Positive,1,Positive,0.19285723101347685
100343,12,16,00:00:17,lucky theres a man who positively can do,"joy,positive,surprise",Positive,1,Positive,0.22163970861583948
100344,12,16,00:00:20,all the things that make us,Neutral,Neutral,0,Neutral,0.10071862488985062
100345,12,16,00:00:22,laugh and cry,"joy,negative,positive,sadness,surprise",Neutral,0,Negative,0.14700922183692455
100346,12,16,00:00:23,hes a fam ily guy,Neutral,Neutral,0,Neutral,0.08829714497551322
100347,12,16,00:00:25,original air date on april 6 2014,Neutral,Neutral,0,Neutral,0.06135429139249027
100348,12,16,00:00:33,we now return to vh1s behind the music,"joy,positive,sadness",Neutral,0,Neutral,0.060305005172267556
100349,12,16,00:00:36,dr teeth and the electric mayhem,"joy,positive,surprise",Neutral,0,Neutral,0.11013098992407322
100350,12,16,00:00:41,it mustve been around 1979 when animal started snorting crushedup pieces of felt,Neutral,Negative,-2,Negative,0.4775161389261484
100351,12,16,00:00:43,it got pretty ugly,"anticipation,disgust,joy,negative,positive,trust",Negative,-2,Positive,17.682446539402008
100352,12,16,00:00:44,me had big problem before me found god,"anticipation,fear,joy,negative,positive,sadness,trust",Neutral,0,Negative,0.07244093576446176
100353,12,16,00:00:51,he like threw me down and he said i hope your puppeteer has big hands because im not using lube,"anticipation,joy,positive,surprise,trust",Positive,5,Positive,37.518370151519775
100354,12,16,00:00:53,me no remember that but me believe it happened,Neutral,Negative,-1,Neutral,0.0629457295872271
100355,12,16,00:00:56,i got it,Neutral,Neutral,0,Neutral,0.32282115425914526
100356,12,16,00:01:00,h it says glenn quagmire,"disgust,negative",Neutral,0,Neutral,0.5706280469894409
100357,12,16,00:01:05,but if you squint and imagine it says peter griffin it says peter griffin,Neutral,Neutral,0,Neutral,0.20255260169506073
100358,12,16,00:01:06,peter its quagmires,Neutral,Neutral,0,Neutral,0.40959068574011326
100359,12,16,00:01:07,take it next door,Neutral,Neutral,0,Neutral,0.11491741752251983
100360,12,16,00:01:09,now now hold on lois,Neutral,Neutral,0,Neutral,0.07664951262995601
100361,12,16,00:01:10,now this poses a very difficult ethical dilemma,"fear,positive",Neutral,0,Negative,0.06721279351040721
100362,12,16,00:01:12,do i deliver the package to its rightful owner,positive,Neutral,0,Positive,0.06005667382851243
100363,12,16,00:01:15,or do i open it up and see if it contains hemans,Neutral,Neutral,0,Neutral,0.07912872242741287
100364,12,16,00:01:17,do not open that box,Neutral,Neutral,0,Neutral,0.3668132470920682
100365,12,16,00:01:24,you know lois physicists believe there are two alternate universes one in which i dont open the box and one in which i do,Neutral,Neutral,0,Neutral,0.13351133093237877
100366,12,16,00:01:26,im not gonna open the box,Neutral,Neutral,0,Neutral,0.44929422438144684
100367,12,16,00:01:28,im gonna open the box,Neutral,Neutral,0,Neutral,0.09791026823222637
100368,12,16,00:01:30,aw sweet its a whip,"anger,anticipation,joy,negative,positive,surprise,trust",Positive,2,Positive,6.851581484079361
100369,12,16,00:01:33,peter be careful with that thing,positive,Positive,2,Neutral,43.3874249458313
100370,12,16,00:01:35,remember were renting this house,Neutral,Neutral,0,Neutral,0.06794759538024664
100371,12,16,00:01:36,thats depressing,"disgust,negative,sadness",Negative,-2,Negative,0.7279484532773495
100372,12,16,00:01:40,wow i havent felt this powerful since i got to decide which ant lives and which ant dies,"anger,anticipation,disgust,fear,joy,positive,trust",Positive,6,Positive,0.13964894460514188
100373,12,16,00:01:45,you shall battle to the death and the winner will be given his freedom,"anger,anticipation,disgust,fear,joy,negative,positive,sadness,surprise,trust",Positive,3,Negative,0.2567063085734844
100374,12,16,00:01:47,why are you looking at me like that,Neutral,Positive,2,Positive,0.848742201924324
100375,12,16,00:01:49,peter would you like a glass of,Neutral,Positive,2,Positive,0.07728475029580295
100376,12,16,00:01:50,oh my god,"anticipation,fear,joy,positive,trust",Positive,1,Neutral,0.20717689767479897
100377,12,16,00:01:52,i told you not to play god with those ants,"anticipation,fear,joy,positive,trust",Positive,1,Neutral,85.42609214782715
100378,12,16,00:01:58,all right meg stay incredibly still,Neutral,Neutral,0,Positive,1.1138414032757282
100379,12,16,00:02:01,im gonna whip that cigarette out of your mouth,"anger,negative,surprise",Neutral,0,Neutral,97.42783904075623
100380,12,16,00:02:03,and maybe not slice your face in half,Neutral,Neutral,0,Neutral,46.40871584415436
100381,12,16,00:02:04,dad i dont want to do this,Neutral,Positive,1,Neutral,0.1980147324502468
100382,12,16,00:02:06,stay still,Neutral,Neutral,0,Neutral,0.5270528141409159
100383,12,16,00:02:07,aah,Neutral,Neutral,0,Neutral,0.2220312599092722
100384,12,16,00:02:08,okay thathats pretty cool too,"anticipation,joy,positive,trust",Positive,2,Positive,0.17794676823541522
100385,12,16,00:02:10,hey dad thats a cool hwhip,positive,Positive,1,Positive,0.09126471704803407
100386,12,16,00:02:13,aah i thought you couldnt understand me,anticipation,Neutral,0,Neutral,0.20602743607014418
100387,12,16,00:02:16,when a good time turns around,"anticipation,joy,positive,surprise,trust",Positive,3,Positive,0.09084533085115254
100388,12,16,00:02:17,you must whip it,"anger,negative",Neutral,0,Neutral,98.9119291305542
100389,12,16,00:02:18,you will never live it down,Neutral,Neutral,0,Neutral,93.15841794013977
100390,12,16,00:02:20,unless you whip it,"anger,negative",Neutral,0,Neutral,93.84891390800476
100391,12,16,00:02:22,no one gets away,Neutral,Negative,-1,Neutral,25.47619342803955
100392,12,16,00:02:23,until they whip it,"anger,negative",Neutral,0,Neutral,94.52110528945923
100393,12,16,00:02:27,i say whip it,"anger,negative",Neutral,0,Neutral,97.75294065475464
100394,12,16,00:02:28,okay aah,Neutral,Neutral,0,Neutral,0.22889410611242056
100395,12,16,00:02:30,whip it good,"anger,anticipation,joy,negative,positive,surprise,trust",Positive,3,Positive,16.78590029478073
100396,12,16,00:02:31,im doing my very best,Neutral,Positive,3,Positive,0.157698814291507
100397,12,16,00:02:34,thanks that was way too much heat on my neck,Neutral,Positive,2,Neutral,0.4193007480353117
100398,12,16,00:02:42,ooh a message from joe,Neutral,Neutral,0,Neutral,0.06235525943338871
100399,12,16,00:02:44,hey cleveland,Neutral,Neutral,0,Neutral,0.16597670037299395
100400,12,16,00:02:52,i just wanted to give you a headsup that peter has a whip because well you know given your racial heritage it seems like something you might want to keep an eye out for,"anger,negative,trust",Positive,3,Positive,75.45271515846252
100401,12,16,00:02:56,grape sodagram,Neutral,Neutral,0,Neutral,0.2166174352169037
100402,12,16,00:02:59,i know this is very risky but the upside is so good im taking it,"anticipation,fear,joy,negative,positive,surprise,trust",Positive,3,Negative,0.10211067274212837
100403,12,16,00:03:06,we now return to the outlaw josey wales,negative,Neutral,0,Negative,0.11696115834638476
100404,12,16,00:03:09,should we bury them,sadness,Neutral,0,Neutral,7.920283079147339
100405,12,16,00:03:11,nah leave them for the buzzards,"negative,sadness,surprise",Negative,-1,Neutral,97.34261631965637
100406,12,16,00:03:13,i like that guy,Neutral,Positive,2,Positive,0.20409051794558764
100407,12,16,00:03:14,oh boy here comes harry,"anger,negative,sadness",Neutral,0,Neutral,0.12463834136724472
100408,12,16,00:03:16,he thinks no one will notice he got his neck done,Neutral,Negative,-1,Neutral,0.2664611442014575
100409,12,16,00:03:19,hey fellas im back from that family wedding,Neutral,Neutral,0,Neutral,0.06046917987987399
100410,12,16,00:03:23,hey what you watching,Neutral,Neutral,0,Neutral,0.3359776455909014
100411,12,16,00:03:24,the outlaw josey wales,negative,Neutral,0,Negative,0.11256813304498792
100412,12,16,00:03:26,its a western ah,Neutral,Neutral,0,Neutral,1.0269149206578732
100413,12,16,00:03:27,when do the cowboys go into the tent,Neutral,Neutral,0,Neutral,0.09966494981199503
100414,12,16,00:03:30,different kind of western,"joy,positive,trust",Positive,2,Neutral,0.10366322239860892
100415,12,16,00:03:34,ew whats clint eastwood doing with that indian chief,Neutral,Neutral,0,Neutral,1.1183292604982853
100416,12,16,00:03:39,oh theyretheyre just becoming blood brothers blood brothers what the devil is that,"anger,anticipation,disgust,fear,negative,sadness",Neutral,0,Negative,13.42744380235672
100417,12,16,00:03:45,well its an ancient ritual where two friends intermingle their blood thus sealing a bond even deeper than friendship,"joy,negative,positive,trust",Neutral,0,Positive,0.0581812986638397
100418,12,16,00:03:46,yes yes lets do that,Neutral,Positive,2,Neutral,0.09884358150884509
100419,12,16,00:03:47,brian i want you inside me,Neutral,Positive,1,Neutral,0.25675406213849783
100420,12,16,00:03:49,youyou dont have to say it like that,Neutral,Positive,2,Positive,0.2784828655421734
100421,12,16,00:03:51,oh come on were best friends right,Neutral,Positive,3,Positive,0.07968837162479758
100422,12,16,00:03:52,stewie im not,Neutral,Neutral,0,Neutral,0.3689186181873083
100423,12,16,00:03:53,actually were even more than best friends,Neutral,Positive,3,Positive,0.06709942244924605
100424,12,16,00:03:55,i mean we share the same home,"anticipation,joy,positive,trust",Positive,1,Neutral,0.058534357231110334
100425,12,16,00:03:56,weve been on countless adventures together,Neutral,Positive,2,Neutral,0.06196803878992796
100426,12,16,00:03:58,and besides you owe me brian,Neutral,Neutral,0,Neutral,0.29352265410125256
100427,12,16,00:04:00,remember what you did to my last halloween coste,Neutral,Neutral,0,Neutral,0.0734558911062777
100428,12,16,00:04:05,i am going to be the cutest fire hydrant in the whole aah what are you doing,fear,Negative,-2,Neutral,0.8343901485204697
100429,12,16,00:04:09,okay your turn,Neutral,Neutral,0,Neutral,0.44129048474133015
100430,12,16,00:04:14,i think we should hold hands more often,Neutral,Neutral,0,Neutral,0.06409663474187255
100431,12,16,00:04:16,there you go were blood brothers now,Neutral,Neutral,0,Neutral,0.11143656447529793
100432,12,16,00:04:17,you happy,"anticipation,joy,positive,trust",Positive,3,Positive,0.14123558066785336
100433,12,16,00:04:19,actually yes,Neutral,Positive,3,Neutral,0.11880724923685193
100434,12,16,00:04:20,i mean i really feel the bond brian,Neutral,Neutral,0,Neutral,0.0827691808808595
100435,12,16,00:04:22,i feel like were closer now,Neutral,Positive,2,Positive,0.06454554386436939
100436,12,16,00:04:23,you know more connected more intertwined,Neutral,Neutral,0,Neutral,0.07998598739504814
100437,12,16,00:04:25,yeah i guess in a way we are,surprise,Positive,1,Neutral,0.14144954038783908
